ID;TYPE;NAME;AGE;GENDER;IS_AGRESIVE;IS_FRIENDLY
2213;8;funny tuna;19;M;Y;N
2214;8;mental parrot;11;Z;Y;N
2215;4;watery eagle;3;Z;N;N
2216;8;frightened earwig;19;Z;N;Y
2217;9;misleading gazelle;7;M;N;N
2218;9;screeching grouse;4;Z;N;N
2219;2;frail tarantula;8;M;Y;Y
2220;6;actual butterfly;17;M;N;Y
2221;0;dull horse;13;M;N;Y
2222;4;many narwhal;18;Z;N;Y
2223;5;industrial sole;17;M;Y;Y
2224;2;purple rabbit;15;Z;N;Y
2225;5;national guanaco;5;M;N;Y
2226;7;mathematical chimpanzee;5;M;N;N
2227;3;small coral;8;Z;N;Y
2228;8;cloudy cheetah;2;Z;Y;N
2229;3;quickest dingo;3;M;N;Y
2230;9;hissing salmon;18;M;Y;N
2231;9;sacred pike;5;M;N;Y
2232;9;ok galliform;18;Z;N;Y
2233;7;empty deer;7;Z;Y;Y
2234;9;bored stork;6;M;N;N
2235;1;quiet chipmunk;19;Z;Y;N
2236;5;breakable armadillo;3;M;N;N
2237;9;accepted goldfish;19;M;Y;Y
2238;1;prior reindeer;17;M;N;Y
2239;3;classical vole;18;M;Y;Y
2240;9;comfortable slug;8;M;Y;N
2241;4;possible bat;17;M;N;Y
2242;1;massive locust;6;M;Y;N
2243;9;creepy galliform;5;M;Y;Y
2244;8;controversial dinosaur;4;Z;N;N
2245;8;fixed sheep;16;M;Y;Y
2246;6;genetic jaguar;3;Z;Y;Y
2247;4;icy galliform;11;M;Y;N
2248;0;colonial cuckoo;11;M;N;N
2249;5;chronic silkworm;12;Z;N;Y
2250;7;different harrier;19;M;Y;N
2251;2;hon hedgehog;4;M;N;N
2252;7;deaf emu;8;Z;N;Y
2253;8;rational shark;7;Z;Y;Y
2254;4;additional leopard;5;Z;Y;N
2255;2;average cat;5;Z;Y;N
2256;4;proud python;2;Z;N;Y
2257;6;ugly fox;20;M;Y;N
2258;4;remarkable pig;1;M;N;N
2259;9;usual guan;4;Z;N;Y
2260;8;profound badger;3;M;N;Y
2261;3;grateful baboon;7;Z;Y;N
2262;4;complete junglefowl;16;Z;N;Y
2263;1;fluttering cockroach;15;Z;Y;Y
2264;7;magic cod;7;M;N;N
2265;9;bitter rabbit;12;Z;N;N
2266;1;private fowl;16;M;N;Y
2267;7;kind bobcat;19;Z;N;N
2268;9;cuddly clam;12;M;N;Y
2269;3;deaf damselfly;2;Z;N;Y
2270;3;subsequent sturgeon;2;M;N;Y
2271;1;renewed basilisk;7;Z;Y;Y
2272;2;lonely lynx;8;Z;Y;Y
2273;0;respective hyena;18;M;N;Y
2274;5;mysterious alligator;2;M;N;N
2275;4;lively parrot;10;Z;Y;N
2276;2;junior sheep;19;Z;Y;Y
2277;6;blue stoat;6;M;Y;N
2278;8;invisible felidae;12;M;Y;N
2279;9;secure leopard;13;M;N;Y
2280;6;medieval shark;20;M;Y;N
2281;6;unlikely rook;18;M;Y;Y
2282;3;expected louse;13;Z;N;N
2283;6;hidden antlion;9;Z;Y;N
2284;7;eager scorpion;4;M;N;Y
2285;8;charming panther;9;M;Y;N
2286;2;pale gopher;8;Z;Y;Y
2287;3;illegal sparrow;18;Z;N;N
2288;5;linear turtle;15;M;Y;N
2289;9;tame kite;13;Z;Y;Y
2290;7;efficient spoonbill;11;Z;Y;Y
2291;2;tired tern;17;Z;Y;N
2292;4;stupid whippet;6;M;Y;N
2293;1;involved chicken;3;Z;Y;Y
2294;7;classical mandrill;3;Z;Y;Y
2295;1;precious unicorn;9;M;Y;Y
2296;5;hilarious giraffe;11;M;N;Y
2297;6;ill cicada;19;M;Y;N
2298;3;gleaming cardinal;5;M;Y;N
2299;8;chief silkworm;17;Z;N;Y
2300;7;passing asp;1;Z;Y;Y
2301;7;bored llama;1;Z;N;N
2302;1;light moose;19;Z;N;Y
2303;9;technical moose;15;M;N;Y
2304;6;coastal cephalopod;10;M;Y;N
2305;5;improved loon;4;M;N;Y
2306;6;accepted vulture;12;Z;N;N
2307;1;spontaneous llama;19;M;Y;N
2308;3;prior parakeet;7;Z;N;N
2309;8;standard guppy;8;M;N;Y
2310;4;binding mole;16;Z;Y;N
2311;5;grateful amphibian;14;Z;Y;N
2312;5;average viper;12;M;N;N
2313;2;few takin;11;Z;N;N
2314;1;disgusted turkey;1;M;N;Y
2315;1;empirical fox;8;Z;Y;N
2316;1;mutual crane;1;M;N;N
2317;6;crude chameleon;8;M;Y;N
2318;2;peculiar coral;17;Z;Y;N
2319;4;alleged canidae;20;M;N;N
2320;8;efficient caribou;17;M;Y;Y
2321;5;professional pelican;10;Z;N;Y
2322;6;tender stork;19;M;Y;Y
2323;7;male eel;7;M;Y;Y
2324;0;mute mule;8;Z;N;N
2325;7;individual newt;3;Z;Y;Y
2326;3;slippery leech;14;M;Y;Y
2327;7;busy llama;16;M;Y;N
2328;4;near koi;12;Z;N;N
2329;8;easy cattle;12;Z;Y;N
2330;0;stupid angelfish;5;M;N;Y
2331;2;feminist koi;18;M;Y;Y
2332;2;accessible vulture;14;Z;N;N
2333;3;outside skunk;15;Z;Y;N
2334;5;christian bee;7;M;N;Y
2335;7;manual ermine;15;M;N;N
2336;6;registered mongoose;12;M;Y;N
2337;7;delighted echidna;15;Z;N;N
2338;0;excited sloth;9;Z;N;Y
2339;4;far shrimp;19;Z;N;N
2340;4;deaf scorpion;20;Z;N;N
2341;6;everyday ocelot;13;Z;Y;Y
2342;3;nervous jackal;19;M;N;Y
2343;4;shy nightingale;14;M;N;Y
2344;4;filthy crayfish;2;Z;Y;Y
2345;3;fierce dove;9;M;Y;Y
2346;3;misleading elephant;3;M;Y;Y
2347;6;developed antlion;13;Z;Y;Y
2348;5;curved chicken;5;M;Y;Y
2349;9;widespread cobra;11;Z;Y;Y
2350;1;embarrassed boa;11;M;Y;N
2351;3;socialist jellyfish;1;Z;Y;N
2352;6;crazy mastodon;15;M;N;Y
2353;7;nice raven;11;M;Y;Y
2354;4;deafening harrier;5;M;Y;Y
2355;9;allied planarian;8;Z;N;Y
2356;4;substantial minnow;19;M;N;Y
2357;8;smoggy sole;4;Z;Y;Y
2358;9;vague hamster;10;Z;Y;N
2359;0;dual tyrannosaurus;13;Z;N;N
2360;0;far vicuna;12;Z;N;N
2361;4;straight prawn;8;M;N;N
2362;0;racial mammal;19;M;N;N
2363;9;lesser rodent;15;Z;Y;N
2364;9;fascinating hippopotamus;7;Z;Y;Y
2365;9;objective aardwolf;13;M;N;Y
2366;3;chief crane;15;Z;Y;Y
2367;2;equivalent cow;10;M;N;N
2368;8;joyous elephant;17;M;Y;Y
2369;8;gross goldfish;4;M;Y;Y
2370;0;striking wildfowl;19;Z;N;N
2371;3;senior squid;5;Z;Y;N
2372;8;extra swordtail;16;M;Y;Y
2373;3;lovely butterfly;8;Z;N;N
2374;9;bored bobolink;9;Z;N;N
2375;2;local rabbit;9;M;N;Y
2376;8;retired armadillo;11;M;N;N
2377;5;ideological moose;18;Z;Y;N
2378;5;uptight chickadee;18;M;Y;Y
2379;6;shy roadrunner;6;Z;Y;Y
2380;8;magenta goldfish;14;M;N;Y
2381;2;insufficient horse;6;Z;N;N
2382;3;aggressive parakeet;11;Z;Y;Y
2383;8;envious puffin;11;M;Y;N
2384;6;continued rattlesnake;16;M;N;N
2385;0;used bison;14;Z;N;N
2386;4;broken bedbug;17;Z;N;N
2387;9;civic mollusk;20;M;Y;N
2388;9;managing stoat;17;Z;N;N
2389;0;reasonable duck;8;Z;Y;N
2390;6;grateful platypus;4;Z;Y;N
2391;2;early tahr;2;M;N;Y
2392;5;ashamed snipe;12;M;Y;Y
2393;1;organisational earthworm;19;M;N;Y
2394;8;eastern wombat;14;M;Y;Y
2395;4;specified lark;6;Z;N;Y
2396;3;angry basilisk;14;M;N;Y
2397;5;registered sheep;10;Z;Y;N
2398;3;mighty fowl;5;Z;Y;N
2399;1;entire goat;8;Z;Y;N
2400;0;surrounding turkey;17;Z;N;N
2401;7;rude crocodile;9;M;N;Y
2402;1;blushing zebra;17;Z;Y;Y
2403;7;fortunate sturgeon;10;Z;N;Y
2404;0;distinct aphid;11;Z;Y;Y
2405;3;payable spoonbill;11;Z;Y;N
2406;5;old catshark;18;Z;Y;N
2407;7;identical lungfish;1;M;N;Y
2408;5;parental dove;11;Z;Y;N
2409;4;middle flamingo;2;Z;Y;Y
2410;2;stiff scorpion;11;M;Y;Y
2411;3;smiling iguana;17;Z;Y;Y
2412;7;integrated hummingbird;2;Z;N;N
2413;5;emotional baboon;11;M;Y;Y
2414;7;swiss iguana;18;Z;Y;N
2415;7;presidential mammal;16;M;Y;N
2416;3;soft bear;18;Z;N;Y
2417;6;polite parrotfish;15;M;N;N
2418;8;due dog;14;M;N;N
2419;2;human wolverine;7;Z;Y;N
2420;3;subsequent sailfish;7;M;N;Y
2421;1;allied pheasant;12;Z;N;Y
2422;2;ethnic finch;5;Z;Y;N
2423;2;long smelt;9;M;Y;Y
2424;4;unfortunate giraffe;20;Z;N;N
2425;9;major bug;5;M;N;N
2426;2;stormy clam;9;M;Y;N
2427;2;double rattlesnake;2;Z;N;Y
2428;5;communist elk;2;Z;N;N
2429;8;spotless opossum;16;M;Y;Y
2430;2;overseas goldfish;9;M;N;N
2431;9;gentle scallop;20;M;N;Y
2432;5;easy marmot;3;M;Y;N
2433;6;visible tarsier;16;Z;Y;Y
2434;6;short boar;10;M;N;Y
2435;1;thorough snake;18;Z;Y;N
2436;8;remote eagle;4;Z;Y;Y
2437;3;awful toad;19;M;N;N
2438;5;criminal finch;12;M;N;Y
2439;7;promising impala;14;Z;Y;N
2440;0;reduced leech;15;Z;N;N
2441;2;worthwhile python;4;M;Y;Y
2442;0;visible llama;10;Z;N;N
2443;4;principal marmoset;12;M;Y;Y
2444;3;soft dingo;2;M;Y;Y
2445;4;confident heron;14;M;Y;N
2446;1;concerned bear;16;Z;N;N
2447;4;odd angelfish;1;M;Y;N
2448;5;consistent dragonfly;1;Z;Y;Y
2449;6;parliamentary crane;8;Z;N;Y
2450;0;prickly urial;14;Z;Y;Y
2451;1;running snake;8;M;N;Y
2452;3;universal junglefowl;9;M;Y;Y
2453;9;flat coral;5;Z;Y;N
2454;5;rapid moose;20;Z;Y;Y
2455;8;loose weasel;3;Z;Y;N
2456;3;green hummingbird;11;M;Y;Y
2457;6;small hedgehog;17;M;Y;Y
2458;7;tremendous mouse;5;Z;N;Y
2459;6;funny tarantula;6;Z;Y;Y
2460;1;successful harrier;18;M;N;N
2461;6;bizarre deer;6;M;N;N
2462;7;literary cod;1;M;N;N
2463;8;supporting halibut;1;Z;N;Y
2464;2;absent koi;14;M;N;N
2465;8;meaningful emu;2;Z;N;Y
2466;2;yellow boa;5;M;N;Y
2467;6;sympathetic echidna;6;Z;Y;N
2468;7;legal turkey;11;M;Y;N
2469;5;calm harrier;9;Z;N;Y
2470;1;obvious hyena;10;M;N;Y
2471;1;net aphid;11;M;N;Y
2472;1;standard fly;3;Z;N;N
2473;9;wee eagle;17;Z;Y;Y
2474;9;wealthy roundworm;3;M;N;N
2475;0;stable dolphin;13;M;Y;Y
2476;8;suitable canid;9;Z;N;N
2477;6;upset silverfish;10;M;Y;N
2478;0;impossible pike;2;Z;Y;N
2479;7;bizarre llama;11;Z;N;N
2480;8;doubtful goldfish;1;Z;Y;Y
2481;1;magic squid;4;Z;Y;Y
2482;2;different louse;8;Z;N;Y
2483;6;slight eagle;6;Z;N;Y
2484;2;honest piranha;14;M;Y;Y
2485;5;orthodox camel;15;Z;Y;Y
2486;5;running heron;19;M;N;N
2487;3;metropolitan rabbit;12;M;N;Y
2488;7;final tuna;13;Z;N;N
2489;7;ugly lemming;5;M;Y;Y
2490;6;likely urial;7;M;N;Y
2491;9;aggressive marlin;14;Z;N;Y
2492;0;conservation opossum;15;Z;N;N
2493;2;socialist porpoise;7;Z;Y;Y
2494;7;immense worm;12;M;N;N
2495;4;troubled duck;19;Z;N;N
2496;9;obliged rattlesnake;12;M;Y;Y
2497;8;above bedbug;18;Z;N;Y
2498;5;back gull;4;Z;N;N
2499;2;thirsty lark;17;Z;Y;N
2500;4;vertical lynx;16;M;N;N
2501;9;poor ferret;20;Z;Y;Y
2502;5;hard wolverine;2;M;Y;N
2503;8;western dolphin;11;Z;Y;N
2504;2;kind emu;7;Z;N;Y
2505;7;honest owl;10;Z;N;Y
2506;7;necessary chicken;12;M;N;N
2507;2;fun krill;20;Z;Y;Y
2508;2;naval leopon;17;Z;N;Y
2509;4;supreme orangutan;3;M;N;N
2510;0;hostile aardwolf;14;M;Y;N
2511;4;silky antlion;12;M;Y;Y
2512;9;statutory iguana;9;Z;N;Y
2513;8;ancient whitefish;12;M;N;N
2514;5;amazing penguin;18;Z;N;N
2515;7;dark snipe;20;Z;Y;N
2516;3;pale echidna;6;Z;N;N
2517;5;invisible wildebeest;2;Z;N;N
2518;7;developing reindeer;5;M;N;N
2519;5;important parrotfish;17;Z;N;N
2520;2;unemployed canidae;15;Z;Y;Y
2521;6;new meadowlark;12;Z;N;Y
2522;5;defeated chickadee;8;Z;N;N
2523;9;theoretical marlin;13;M;N;N
2524;0;crude impala;3;Z;Y;Y
2525;3;underground boa;3;Z;Y;N
2526;5;novel hare;14;Z;N;Y
2527;8;fresh finch;14;Z;N;Y
2528;5;colourful python;2;M;Y;N
2529;2;psychological koi;5;Z;N;N
2530;7;helpful frog;4;M;N;N
2531;1;mid swan;10;Z;Y;N
2532;1;kind ermine;3;M;N;N
2533;9;practical gopher;5;M;Y;N
2534;4;selective albatross;1;Z;Y;Y
2535;5;beautiful herring;5;Z;N;N
2536;3;fat chimpanzee;8;Z;N;N
2537;8;inherent jackal;10;Z;N;N
2538;4;giant canidae;13;M;Y;Y
2539;5;invisible slug;5;Z;Y;Y
2540;8;thorough toad;11;Z;N;N
2541;2;delighted coral;8;M;N;Y
2542;6;invisible snail;14;M;N;N
2543;4;whole whitefish;20;Z;N;N
2544;6;artificial gerbil;1;M;Y;N
2545;4;genetic pheasant;11;Z;N;Y
2546;3;compatible piranha;20;Z;Y;N
2547;8;drunk shrew;3;Z;Y;N
2548;4;impossible hare;10;Z;Y;Y
2549;5;architectural silverfish;3;M;Y;N
2550;4;public thrush;5;Z;N;Y
2551;1;independent spoonbill;17;Z;N;Y
2552;3;yellow landfowl;20;M;Y;N
2553;4;hurt aardvark;18;Z;N;N
2554;4;loyal crab;7;Z;Y;Y
2555;3;tasteless quelea;9;Z;N;N
2556;2;industrial turkey;18;Z;N;N
2557;2;fancy penguin;1;M;N;Y
2558;2;tame quelea;6;M;Y;N
2559;3;swift rat;8;M;Y;N
2560;2;relieved dog;6;M;N;Y
2561;5;willing chickadee;3;Z;Y;N
2562;1;marine capybara;13;M;Y;N
2563;0;helpless gazelle;16;Z;N;Y
2564;4;regular heron;15;Z;Y;N
2565;7;far dragonfly;17;Z;N;Y
2566;6;distinct minnow;12;Z;N;Y
2567;5;slow alligator;1;Z;Y;N
2568;5;defensive junglefowl;2;Z;Y;Y
2569;9;tart goat;2;M;N;N
2570;5;fat porpoise;8;Z;Y;N
2571;1;accused termite;17;Z;Y;Y
2572;7;weekly slug;6;Z;N;Y
2573;6;devoted clownfish;15;M;Y;Y
2574;0;tame tiglon;6;M;N;N
2575;5;minor bee;20;M;N;Y
2576;5;weak gull;3;M;N;Y
2577;3;voluntary planarian;13;M;N;N
2578;5;verbal snake;12;M;N;N
2579;4;unfortunate pig;6;M;N;Y
2580;6;different goat;11;M;Y;Y
2581;4;valuable octopus;3;Z;Y;Y
2582;5;casual chimpanzee;5;Z;Y;N
2583;7;limited dog;9;M;Y;Y
2584;4;dry cockroach;17;Z;Y;N
2585;6;breezy warbler;11;M;Y;Y
2586;9;orange ox;16;Z;N;Y
2587;4;fresh bat;18;Z;Y;N
2588;8;square firefly;6;Z;Y;Y
2589;6;blue koi;2;M;N;N
2590;0;mere lemur;15;Z;N;N
2591;5;slim hare;17;Z;N;Y
2592;7;technical cheetah;17;Z;Y;N
2593;2;eligible grouse;20;M;Y;N
2594;8;appropriate rabbit;4;Z;Y;N
2595;8;distinguished flyingfish;2;Z;N;N
2596;5;sharp condor;14;Z;N;N
2597;1;single chimpanzee;10;M;N;Y
2598;0;inner anteater;18;Z;Y;N
2599;9;worthwhile centipede;18;M;N;N
2600;8;bad swordfish;10;M;Y;N
2601;1;human newt;10;Z;Y;Y
2602;3;christian mongoose;6;M;Y;Y
2603;0;uncomfortable marsupial;8;M;Y;N
2604;5;noble fly;7;M;Y;N
2605;6;real rabbit;11;Z;Y;N
2606;4;disappointed earwig;14;M;Y;Y
2607;2;overwhelming skunk;1;M;Y;Y
2608;8;then tarantula;15;Z;Y;Y
2609;2;husky marmot;4;M;N;Y
2610;4;watery pig;7;Z;Y;N
2611;9;cooperative egret;6;M;N;N
2612;3;contemporary donkey;18;Z;N;N
2613;4;optimistic gull;15;Z;N;N
2614;9;horrible asp;2;M;Y;N
2615;3;broken stoat;18;Z;Y;Y
2616;7;brave snail;19;Z;N;Y
2617;7;scared panda;15;M;N;N
2618;3;arrogant rat;7;M;N;N
2619;5;bright pike;13;M;N;N
2620;1;developed eagle;9;Z;N;N
2621;2;efficient turtle;20;Z;N;Y
2622;2;past peacock;18;Z;Y;N
2623;7;breezy hawk;14;M;Y;N
2624;0;fast ant;7;M;Y;N
2625;9;responsible platypus;4;Z;N;N
2626;2;precise flamingo;12;Z;Y;N
2627;1;enthusiastic yak;4;Z;Y;N
2628;8;registered mink;3;M;Y;N
2629;3;technological antlion;6;Z;N;Y
2630;0;straight deer;15;Z;N;Y
2631;0;dry butterfly;10;Z;Y;Y
2632;9;agricultural condor;9;M;Y;Y
2633;4;dying horse;14;Z;Y;Y
2634;2;unsightly hoverfly;10;Z;N;Y
2635;8;coastal dog;18;M;Y;N
2636;4;fair cephalopod;3;M;N;N
2637;2;continuing swan;10;Z;N;N
2638;8;grotesque wildfowl;13;M;Y;N
2639;6;frail ant;5;M;Y;Y
2640;9;various mongoose;17;M;Y;Y
2641;5;blue flea;16;M;Y;N
2642;6;vast seahorse;15;M;Y;Y
2643;4;plain mosquito;14;M;N;N
2644;4;surprising goat;10;M;Y;Y
2645;8;continued caterpillar;20;Z;N;N
2646;1;vulnerable coyote;20;Z;N;N
2647;2;just silverfish;12;M;Y;Y
2648;5;testy bonobo;10;M;Y;N
2649;5;helpless koi;4;Z;Y;Y
2650;2;racial swordtail;17;Z;N;Y
2651;0;abstract koi;13;M;Y;Y
2652;7;new smelt;15;M;N;N
2653;4;poor cod;7;M;Y;N
2654;1;white bird;3;Z;N;N
2655;6;pleasant eagle;15;Z;Y;N
2656;8;grubby rook;5;M;Y;Y
2657;1;relative goose;16;Z;Y;N
2658;8;fatal rook;8;Z;Y;N
2659;9;depressed capybara;7;Z;Y;Y
2660;5;illegal lark;20;Z;Y;Y
2661;8;royal perch;2;Z;N;N
2662;7;lost alligator;1;M;N;Y
2663;3;subtle gamefowl;9;Z;Y;N
2664;6;jolly porpoise;4;Z;N;N
2665;5;bad hawk;16;M;Y;Y
2666;3;alleged rodent;8;M;N;N
2667;5;striped mule;16;Z;N;Y
2668;6;envious mastodon;7;M;Y;N
2669;4;intense smelt;3;M;Y;N
2670;3;clear tern;9;Z;Y;Y
2671;8;systematic wombat;11;M;N;Y
2672;7;charming limpet;11;Z;N;Y
2673;5;irrelevant raccoon;20;Z;N;Y
2674;3;hollow blackbird;9;Z;N;Y
2675;1;red giraffe;10;M;N;Y
2676;2;electrical cuckoo;20;M;N;N
2677;8;hostile canid;9;Z;Y;Y
2678;7;interesting donkey;3;M;Y;Y
2679;6;fascinating stingray;15;M;Y;Y
2680;9;nearby horse;2;M;N;N
2681;3;ambitious donkey;18;M;Y;N
2682;4;existing iguana;1;M;Y;Y
2683;9;compatible koi;1;Z;N;Y
2684;5;architectural falcon;18;M;Y;N
2685;8;smooth tiglon;5;M;N;Y
2686;4;chubby baboon;14;Z;N;Y
2687;4;unusual scallop;2;M;N;N
2688;7;perfect lemur;6;Z;N;Y
2689;7;near sheep;14;Z;N;Y
2690;8;disastrous woodpecker;8;M;N;N
2691;1;drab thrush;16;Z;N;N
2692;6;artificial cuckoo;17;M;Y;N
2693;7;logical dragon;8;Z;Y;N
2694;0;civic lizard;11;M;Y;Y
2695;8;royal planarian;15;M;Y;Y
2696;9;organisational parrot;14;Z;Y;N
2697;1;social bison;5;M;Y;Y
2698;9;tall guppy;20;Z;N;N
2699;3;worried urial;6;Z;N;Y
2700;2;skinny wren;2;Z;N;Y
2701;4;satisfied wombat;1;M;Y;N
2702;3;disturbed dog;4;M;Y;N
2703;3;top deer;20;Z;N;N
2704;2;embarrassing cattle;15;M;N;Y
2705;7;scary jay;3;Z;Y;Y
2706;2;military alligator;13;Z;N;N
2707;5;senior giraffe;4;M;N;N
2708;3;purring bug;7;M;N;N
2709;5;excellent cat;14;M;Y;Y
2710;0;beautiful bass;19;Z;N;N
2711;8;ultimate dog;7;Z;N;N
2712;3;hissing alpaca;18;Z;N;Y
2713;0;impressed earwig;9;M;Y;Y
2714;0;psychological sawfish;16;M;N;Y
2715;6;odd panther;13;Z;N;Y
2716;0;overall ladybug;16;M;Y;N
2717;4;exclusive smelt;11;M;N;Y
2718;0;raw nightingale;9;M;Y;Y
2719;0;wicked swallow;10;M;N;N
2720;5;outside rat;20;M;N;N
2721;5;unacceptable kingfisher;7;Z;Y;Y
2722;8;moderate roadrunner;17;M;N;Y
2723;4;powerful cat;2;Z;N;N
2724;4;protective guan;12;Z;N;N
2725;7;late bison;17;Z;N;N
2726;4;sharp hornet;2;M;N;Y
2727;6;delightful sheep;11;Z;Y;Y
2728;2;testy orca;11;M;N;Y
2729;4;marxist panther;1;Z;N;N
2730;6;tender wildcat;15;Z;Y;N
2731;0;steady rattlesnake;18;Z;Y;Y
2732;1;fantastic reindeer;4;M;Y;N
2733;2;liquid panther;14;M;N;N
2734;4;bored dormouse;1;M;Y;Y
2735;8;appalling alpaca;7;Z;N;Y
2736;9;dangerous weasel;4;M;N;N
2737;9;long ape;6;Z;N;N
2738;7;inner turtle;15;Z;Y;N
2739;4;pretty meerkat;20;M;N;N
2740;4;deliberate cobra;19;Z;Y;Y
2741;1;flat landfowl;6;M;Y;Y
2742;1;rapid jay;6;M;Y;N
2743;7;internal ladybug;9;M;N;N
2744;1;difficult anteater;2;M;N;Y
2745;2;cooing koala;16;Z;Y;Y
2746;9;charming heron;19;M;Y;N
2747;8;minimum donkey;14;M;Y;N
2748;3;hurt sawfish;10;M;N;N
2749;4;miniature krill;10;M;N;Y
2750;6;dirty whale;17;M;N;N
2751;3;open tapir;19;Z;Y;Y
2752;8;damaged hedgehog;16;Z;N;N
2753;7;fantastic bat;4;Z;N;N
2754;2;unhappy centipede;16;M;Y;N
2755;8;concerned marsupial;14;Z;N;N
2756;3;academic cockroach;6;Z;N;N
2757;3;concerned macaw;16;Z;N;N
2758;5;clinical jaguar;5;M;N;Y
2759;4;secret hare;18;Z;N;N
2760;1;increased locust;4;Z;Y;N
2761;0;encouraging krill;10;M;N;Y
2762;9;local shrew;20;Z;Y;N
2763;9;western rat;12;M;N;Y
2764;4;nursing manatee;6;Z;N;Y
2765;0;sure opossum;2;Z;N;N
2766;2;clear peafowl;12;Z;Y;Y
2767;6;famous coral;13;M;Y;Y
2768;6;voiceless hyena;19;Z;N;Y
2769;3;regular goldfish;14;Z;N;N
2770;4;terrible armadillo;14;Z;N;Y
2771;6;obliged thrush;12;Z;N;Y
2772;2;formidable guan;19;M;N;Y
2773;9;bloody fly;6;Z;N;N
2774;0;systematic anaconda;10;M;N;Y
2775;8;respectable lobster;5;M;N;N
2776;1;concerned mammal;15;Z;N;Y
2777;8;regional salamander;18;M;N;N
2778;2;homeless stoat;15;Z;Y;N
2779;4;cooperative tarsier;2;M;N;N
2780;1;revolutionary donkey;13;Z;Y;Y
2781;2;desirable bass;3;M;N;N
2782;1;perfect weasel;10;Z;N;Y
2783;6;straight lion;9;Z;N;N
2784;1;latin whippet;15;Z;N;N
2785;4;vulnerable kite;20;M;N;N
2786;0;graceful koala;20;M;N;Y
2787;6;stiff aphid;16;Z;Y;Y
2788;6;chronic magpie;7;Z;Y;Y
2789;1;ugly swordtail;17;M;Y;N
2790;3;lazy fox;13;Z;N;N
2791;3;colossal sloth;8;M;N;N
2792;3;breezy tiger;7;M;Y;Y
2793;7;whispering halibut;1;M;N;N
2794;1;commercial beaver;3;Z;Y;N
2795;5;interior meadowlark;6;M;N;Y
2796;6;nursing barracuda;2;M;Y;N
2797;3;evolutionary quelea;16;M;Y;N
2798;7;wooden ladybug;6;M;Y;N
2799;7;complete flyingfish;17;Z;Y;Y
2800;0;glad gull;2;M;N;N
2801;3;pregnant sheep;19;M;N;N
2802;9;daily flea;12;Z;Y;N
2803;8;colourful cow;13;M;Y;N
2804;9;casual termite;11;Z;Y;N
2805;9;swift bobcat;16;Z;N;N
2806;6;doubtful mongoose;6;M;N;Y
2807;1;fierce dingo;13;M;N;N
2808;8;mysterious alpaca;19;M;Y;N
2809;0;bitter haddock;16;Z;N;N
2810;6;breakable echidna;8;M;Y;Y
2811;3;famous junglefowl;18;Z;N;Y
2812;1;allied roadrunner;4;M;N;Y
2813;2;amazing peacock;19;M;N;N
2814;2;open fish;4;Z;N;Y
2815;3;negative pelican;17;Z;Y;N
2816;9;parliamentary cheetah;9;M;N;N
2817;8;big platypus;4;Z;Y;N
2818;8;required dog;13;M;N;N
2819;7;tired wolf;3;Z;N;N
2820;7;entire gibbon;4;M;Y;Y
2821;9;cuddly leech;12;M;N;N
2822;8;marine lion;7;M;N;N
2823;4;dangerous nightingale;1;M;N;N
2824;8;scary buzzard;19;Z;Y;N
2825;8;advanced cobra;2;Z;N;Y
2826;7;unfortunate raven;15;M;Y;Y
2827;2;circular parakeet;18;M;N;N
2828;4;organic lemur;7;Z;N;Y
2829;1;open haddock;13;Z;Y;N
2830;0;noisy mink;9;Z;N;N
2831;6;secret bird;1;M;Y;N
2832;7;stable horse;15;Z;Y;N
2833;9;deafening sailfish;13;Z;N;Y
2834;1;ok fowl;9;Z;N;N
2835;0;vocational alligator;18;M;N;N
2836;1;conceptual tarsier;12;M;N;Y
2837;0;broad pelican;14;M;N;Y
2838;2;passive cod;9;M;Y;Y
2839;0;painful primate;2;Z;N;Y
2840;1;flat ermine;15;M;Y;Y
2841;0;difficult turtle;7;M;Y;N
2842;8;ugliest viper;10;M;Y;N
2843;5;whole wolf;16;M;N;N
2844;2;invisible pinniped;7;Z;Y;N
2845;2;weary bird;12;Z;N;N
2846;1;successful echidna;13;Z;N;N
2847;0;effective orangutan;10;M;N;N
2848;4;strategic pheasant;17;M;N;N
2849;6;shallow gerbil;14;Z;Y;N
2850;5;difficult bobolink;11;Z;N;Y
2851;6;shy moth;7;M;N;N
2852;8;healthy ferret;5;Z;Y;Y
2853;4;modest boa;11;M;N;N
2854;6;weird eel;18;Z;Y;N
2855;1;parallel python;8;M;Y;N
2856;4;outer marmot;8;M;Y;Y
2857;0;specific bovid;15;M;N;Y
2858;9;great aphid;20;M;Y;Y
2859;7;polite aphid;5;M;Y;Y
2860;6;military hyena;8;Z;N;N
2861;5;exuberant turtle;2;Z;N;Y
2862;2;passive koala;17;M;N;N
2863;3;accessible puffin;1;M;Y;N
2864;4;managerial sparrow;19;Z;Y;Y
2865;4;hollow bedbug;7;Z;N;N
2866;7;shaky fox;10;M;Y;Y
2867;2;spare primate;1;Z;Y;Y
2868;8;surviving catfish;7;Z;Y;Y
2869;4;convincing vicuna;7;Z;N;Y
2870;4;nutty cuckoo;6;Z;N;Y
2871;2;international dog;2;Z;N;Y
2872;0;successful dog;2;M;N;N
2873;8;common shrew;4;Z;Y;Y
2874;5;stingy louse;15;M;N;Y
